Country,State,District,Block,Year,Month,Village Name,"Number Of Households Issue Job Card Schedule Castes (Scs) (UOM:Number), Scaling Factor:1","Number Of Households Issue Job Card Schedule Tribes (Sts) (UOM:Number), Scaling Factor:1","Number Of Households Issue Job Card Others (UOM:Number), Scaling Factor:1","Total Number Of Households Issue Job Card (UOM:Number), Scaling Factor:1","Number Of Household Provided Employment To Schedule Castes (Scs) (UOM:Number), Scaling Factor:1","Number Of Household Provided Employment To Schedule Tribes (Sts) (UOM:Number), Scaling Factor:1","Number Of Household Provided Employment To Others (UOM:Number), Scaling Factor:1","Total Number Of Household Provided Employment (UOM:Number), Scaling Factor:1","Number Of Employment Provided To Woman (UOM:Number), Scaling Factor:1","Number Of Person Days Generated Scheduled Caste (Scs) (UOM:Number), Scaling Factor:1","Number Of Person Days Generated Scheduled Tribe (Sts) (UOM:Number), Scaling Factor:1","Number Of Person Days Generated Others (UOM:Number), Scaling Factor:1","Total Number Of Person Days Generated (UOM:Number), Scaling Factor:1","Number Of Person Days Generated For Woman (UOM:Number), Scaling Factor:1","Families Completed 100days Scheduled Caste (Scs) (UOM:Number), Scaling Factor:1","Families Completed 100days Scheduled Tribe (Sts) (UOM:Number), Scaling Factor:1","Families Completed 100days Others (UOM:Number), Scaling Factor:1","Total Families Completed 100 Days (UOM:Number), Scaling Factor:1"
India,Meghalaya,East Garo Hills,Dambo Rongjeng,"Financial Year (Apr - Mar), 2022","July, 2022",dambo watesa,0,73,2,75,0,2,0,2,2,0,60,0,60,30,0,0,0,0
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2022","July, 2022",achak jangkegre,0,38,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Dambo Rongjeng,"Financial Year (Apr - Mar), 2022","July, 2022",gongdop,0,75,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Dambo Rongjeng,"Financial Year (Apr - Mar), 2022","July, 2022",gobekram,0,24,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Dambo Rongjeng,"Financial Year (Apr - Mar), 2022","July, 2022",gindil,0,24,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Dambo Rongjeng,"Financial Year (Apr - Mar), 2022","July, 2022",gaoram,0,32,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Dambo Rongjeng,"Financial Year (Apr - Mar), 2022","July, 2022",gabil waridipo,0,60,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Dambo Rongjeng,"Financial Year (Apr - Mar), 2022","July, 2022",gabil tekra apal (tekragittim gabil),0,42,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Dambo Rongjeng,"Financial Year (Apr - Mar), 2022","July, 2022",gabil tamsura,0,74,5,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Dambo Rongjeng,"Financial Year (Apr - Mar), 2022","July, 2022",gabil rongmil,0,215,6,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Dambo Rongjeng,"Financial Year (Apr - Mar), 2022","July, 2022",gabil rongberam,0,110,2,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Dambo Rongjeng,"Financial Year (Apr - Mar), 2022","July, 2022",gabil rogu alda,0,70,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Dambo Rongjeng,"Financial Year (Apr - Mar), 2022","July, 2022",gabil patar,0,64,4,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Dambo Rongjeng,"Financial Year (Apr - Mar), 2022","July, 2022",gabil nengtek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Dambo Rongjeng,"Financial Year (Apr - Mar), 2022","July, 2022",gabil koksi - nengtekgittim,0,108,1,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Dambo Rongjeng,"Financial Year (Apr - Mar), 2022","July, 2022",gabil gandual,0,94,2,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Dambo Rongjeng,"Financial Year (Apr - Mar), 2022","July, 2022",gabil daningka,0,154,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Dambo Rongjeng,"Financial Year (Apr - Mar), 2022","July, 2022",gabil boldil,0,48,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Dambo Rongjeng,"Financial Year (Apr - Mar), 2022","July, 2022",gabil bisa,0,127,1,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Dambo Rongjeng,"Financial Year (Apr - Mar), 2022","July, 2022",gabil ading,0,93,1,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Dambo Rongjeng,"Financial Year (Apr - Mar), 2022","July, 2022",dumachok,0,43,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Dambo Rongjeng,"Financial Year (Apr - Mar), 2022","July, 2022",dosikgittim,0,110,0,110,0,7,0,7,7,0,42,0,42,21,0,0,0,0
India,Meghalaya,East Garo Hills,Dambo Rongjeng,"Financial Year (Apr - Mar), 2022","July, 2022",donbugittim,0,55,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Dambo Rongjeng,"Financial Year (Apr - Mar), 2022","July, 2022",dogepgipuram,0,41,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Dambo Rongjeng,"Financial Year (Apr - Mar), 2022","July, 2022",doadugittim,0,50,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Dambo Rongjeng,"Financial Year (Apr - Mar), 2022","July, 2022",diplok gittim,0,34,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Dambo Rongjeng,"Financial Year (Apr - Mar), 2022","July, 2022",dawa songgital,0,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Dambo Rongjeng,"Financial Year (Apr - Mar), 2022","July, 2022",datang agal,0,39,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Dambo Rongjeng,"Financial Year (Apr - Mar), 2022","July, 2022",darusak,0,58,2,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Dambo Rongjeng,"Financial Year (Apr - Mar), 2022","July, 2022",darugre songma,0,155,3,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Dambo Rongjeng,"Financial Year (Apr - Mar), 2022","July, 2022",darugre reserve,0,94,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Dambo Rongjeng,"Financial Year (Apr - Mar), 2022","July, 2022",danal suregittim,0,70,2,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Dambo Rongjeng,"Financial Year (Apr - Mar), 2022","July, 2022",dambo rongdeng,0,102,3,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2022","July, 2022",bone megapgre,0,51,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2022","July, 2022",bone chisogre,0,36,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2022","July, 2022",bomoram adinggre,0,58,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2022","July, 2022",bolsongchok,0,50,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2022","July, 2022",bolmoram mesichikgre,0,56,1,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2022","July, 2022",bolmoram dochokgre,0,67,3,70,0,37,0,37,43,0,1288,0,1288,602,0,0,0,0
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2022","July, 2022",bolmoram angkekol,0,87,0,87,0,12,0,12,11,0,336,0,336,154,0,0,0,0
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2022","July, 2022",bolmoram agalgre,0,68,1,69,0,18,0,18,18,0,504,0,504,252,0,0,0,0
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2022","July, 2022",bolmoram adap,0,76,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2022","July, 2022",bollong nonggaru,0,61,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2022","July, 2022",bollonggre,0,79,1,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2022","July, 2022",bolchugre,1,111,1,113,1,65,1,67,67,30,1950,30,2010,1005,0,0,0,0
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2022","July, 2022",bijasik wage apal,0,95,9,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2022","July, 2022",bijasik songma,0,66,1,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2022","July, 2022",bijasik matwa,0,167,3,170,0,5,0,5,11,0,175,0,175,115,0,0,0,0
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2022","July, 2022",bijasik jagisim,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2022","July, 2022",bijasik chisim apal,0,59,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2022","July, 2022",barikgre,0,154,2,156,0,19,0,19,19,0,559,0,559,279,0,0,0,0
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2022","July, 2022",banggna,0,87,2,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2022","July, 2022",balading,0,64,2,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2022","July, 2022",asil songgital,0,128,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2022","July, 2022",asil mindil,0,36,1,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2022","July, 2022",asil dikagre,0,66,1,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2022","July, 2022",a sil chiringgre,0,28,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2022","July, 2022",aberamgre,0,57,1,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2022","July, 2022",bawegre,0,82,1,83,0,82,1,83,14,0,984,12,996,168,0,0,0,0
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2022","July, 2022",bawe duragre,0,24,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2022","July, 2022",bansinggre,0,49,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2022","July, 2022",bansam kakwa,1,22,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2022","July, 2022",bansamgre,0,174,5,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2022","July, 2022",bansam awe,0,66,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2022","July, 2022",bangong singwegre,0,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2022","July, 2022",bangong imsokgre (a-b),0,34,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2022","July, 2022",bangong gittingre,0,66,1,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2022","July, 2022",bangong bingbinggre,0,34,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2022","July, 2022",bandigre,0,23,1,24,0,23,1,24,24,0,552,24,576,288,0,0,0,0
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2022","July, 2022",bandi ampang,0,19,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2022","July, 2022",asiragre,0,95,2,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2022","July, 2022",asimgre,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2022","July, 2022",asha bibra,1,79,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2022","July, 2022",ampanggre,0,126,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2022","July, 2022",akelgre,0,88,4,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2022","July, 2022",akel agalgre,0,55,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2022","July, 2022",adugre,0,29,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2022","July, 2022",chekwegre,0,119,1,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2022","July, 2022",dangkong doragre,0,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2022","July, 2022",dangkong dokatong,0,23,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2022","July, 2022",danal songgitcham,0,68,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2022","July, 2022",danal megapgre,0,37,2,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2022","July, 2022",danal dasik,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2022","July, 2022",danal balnanggre,0,27,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2022","July, 2022",danal attewak,0,42,0,42,0,40,0,40,6,0,220,0,220,30,0,0,0,0
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2022","July, 2022",danal apal,0,43,1,44,0,42,1,43,6,0,308,7,315,42,0,0,0,0
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2022","July, 2022",dalbot rongbok,0,47,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2022","July, 2022",dalbot matrang,0,41,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2022","July, 2022",dalbot kongkil,0,39,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2022","July, 2022",dalbot chiwate,0,78,2,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2022","July, 2022",dalbot bangbol,0,15,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2022","July, 2022",dalbot awangram,0,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2022","July, 2022",dagal samitty,0,80,1,81,0,78,0,78,77,0,2340,0,2340,1155,0,0,0,0
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2022","July, 2022",dagal chiwako,0,35,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2022","July, 2022",dagal chimran,0,74,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2022","July, 2022",dagal budugre,0,53,1,54,0,53,0,53,7,0,501,0,501,67,0,0,0,0
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2022","July, 2022",dagal aringga,0,168,1,169,0,66,1,67,3,0,990,15,1005,45,0,0,0,0
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2022","July, 2022",dagal apal,0,78,1,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2022","July, 2022",chitoregre,0,32,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2022","July, 2022",chinabat,0,81,2,83,0,29,0,29,32,0,869,0,869,479,0,0,0,0
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2022","July, 2022",chijanggre,0,71,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2022","July, 2022",chidimit saridam,0,73,11,84,0,62,4,66,60,0,1386,100,1486,486,0,0,0,0
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2022","July, 2022",chidimit nengsat,0,187,3,190,0,145,2,147,28,0,1450,20,1470,280,0,0,0,0
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2022","July, 2022",chidimit namesa,0,138,2,140,0,133,2,135,67,0,711,10,721,167,0,0,0,0
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2022","July, 2022",chidimit insenggittim,0,116,5,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2022","July, 2022",chidimit boldakgittim,0,50,0,50,0,50,0,50,49,0,822,0,822,278,0,0,0,0
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2022","July, 2022",chidek bonegre,2,112,2,116,0,16,0,16,34,0,1084,0,1084,428,0,10,0,10
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2022","July, 2022",cheran bonegre,0,30,1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2022","July, 2022",bone watre,0,82,0,82,0,33,0,33,46,0,1288,0,1288,672,0,0,0,0
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2022","July, 2022",bone songma,0,205,3,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2022","July, 2022",dilma-matchok akawe,0,22,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2022","July, 2022",dilma-kawak,0,39,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2022","July, 2022",dilma gandinang,0,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2022","July, 2022",dilma dilsek,0,45,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2022","July, 2022",dilma-debrak,0,80,1,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2022","July, 2022",denggagre songgital,0,48,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2022","July, 2022",demogre,1,30,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2022","July, 2022",dawa-songgital,0,73,2,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2022","July, 2022",dawa-nengkatok,0,71,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2022","July, 2022",dawa-nengjata,0,41,2,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2022","July, 2022",dawa mronggittim,1,48,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2022","July, 2022",dawa-matchakol,0,39,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2022","July, 2022",dawa-kosigre,0,63,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2022","July, 2022",dawagitting,0,129,2,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2022","July, 2022",dawa chipitgre,0,51,1,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2022","July, 2022",darimgre,0,85,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2022","July, 2022",daribokgre,0,31,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2022","July, 2022",damagre,0,88,1,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2022","July, 2022",chonggigre,0,27,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2022","July, 2022",chisobibra,0,125,2,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2022","July, 2022",chiringgro,0,53,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2022","July, 2022",chiokgre,0,146,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2022","July, 2022",chinemgre,0,129,4,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2022","July, 2022",chiminmingre,0,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2022","July, 2022",chimagre songgital,0,40,3,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2022","July, 2022",chima dachitgittim,0,51,1,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2022","July, 2022",cherangre,0,64,1,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2022","July, 2022",chatchatgre,0,120,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2022","July, 2022",bolsalgittim,0,113,1,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2022","July, 2022",bolkinggre,0,88,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2022","July, 2022",bilgipgre,0,36,1,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Dambo Rongjeng,"Financial Year (Apr - Mar), 2022","July, 2022",mogru,0,32,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Dambo Rongjeng,"Financial Year (Apr - Mar), 2022","July, 2022",mogogittim,0,48,4,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Dambo Rongjeng,"Financial Year (Apr - Mar), 2022","July, 2022",milsanggittim,0,95,2,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Dambo Rongjeng,"Financial Year (Apr - Mar), 2022","July, 2022",milawe,0,130,1,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0
