Country,State,District,Block,Year,Month,Village Name,"Number Of Households Issue Job Card Schedule Castes (Scs) (UOM:Number), Scaling Factor:1","Number Of Households Issue Job Card Schedule Tribes (Sts) (UOM:Number), Scaling Factor:1","Number Of Households Issue Job Card Others (UOM:Number), Scaling Factor:1","Total Number Of Households Issue Job Card (UOM:Number), Scaling Factor:1","Number Of Household Provided Employment To Schedule Castes (Scs) (UOM:Number), Scaling Factor:1","Number Of Household Provided Employment To Schedule Tribes (Sts) (UOM:Number), Scaling Factor:1","Number Of Household Provided Employment To Others (UOM:Number), Scaling Factor:1","Total Number Of Household Provided Employment (UOM:Number), Scaling Factor:1","Number Of Employment Provided To Woman (UOM:Number), Scaling Factor:1","Number Of Person Days Generated Scheduled Caste (Scs) (UOM:Number), Scaling Factor:1","Number Of Person Days Generated Scheduled Tribe (Sts) (UOM:Number), Scaling Factor:1","Number Of Person Days Generated Others (UOM:Number), Scaling Factor:1","Total Number Of Person Days Generated (UOM:Number), Scaling Factor:1","Number Of Person Days Generated For Woman (UOM:Number), Scaling Factor:1","Families Completed 100days Scheduled Caste (Scs) (UOM:Number), Scaling Factor:1","Families Completed 100days Scheduled Tribe (Sts) (UOM:Number), Scaling Factor:1","Families Completed 100days Others (UOM:Number), Scaling Factor:1","Total Families Completed 100 Days (UOM:Number), Scaling Factor:1"
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2020","June, 2020",norek dalbot,0,82,5,87,0,82,5,87,123,0,8200,500,8700,3980,0,82,5,87
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2020","June, 2020",norek megapgre,0,123,8,131,0,107,2,109,116,0,10504,198,10702,4094,0,50,0,50
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2020","June, 2020",norek nengjreng,0,68,9,77,0,66,2,68,95,0,6592,200,6792,3005,0,65,2,67
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2020","June, 2020",norek nengsamgre,0,107,1,108,0,102,0,102,145,0,9630,0,9630,4792,0,51,0,51
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2020","June, 2020",rapdinggre,0,19,0,19,0,19,0,19,20,0,1900,0,1900,900,0,19,0,19
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2020","June, 2020",redamgre,0,34,0,34,0,32,0,32,37,0,3199,0,3199,1628,0,31,0,31
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2020","June, 2020",resagre,0,48,0,48,0,48,0,48,51,0,4800,0,4800,2346,0,48,0,48
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2020","June, 2020",rimrang bonegre,0,166,14,180,0,111,5,116,123,0,10603,500,11103,5457,0,104,5,109
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2020","June, 2020",jaljenggre,0,14,0,14,0,14,0,14,14,0,1399,0,1399,692,0,13,0,13
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2020","June, 2020",nengmandalgre,0,190,4,194,0,190,4,194,215,0,18998,400,19398,10038,0,188,4,192
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2020","June, 2020",nengsitgre,0,13,1,14,0,13,1,14,21,0,1216,84,1300,637,0,3,0,3
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2020","June, 2020",new damagre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2020","June, 2020",new mandalgre,0,21,0,21,0,21,0,21,21,0,2098,0,2098,946,0,19,0,19
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2020","June, 2020",new rangmalgre,0,71,2,73,0,71,2,73,76,0,7100,200,7300,3776,0,71,2,73
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2020","June, 2020",pakwakgre,0,27,0,27,0,27,0,27,35,0,2682,0,2682,1384,0,9,0,9
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2020","June, 2020",patalgre,0,10,0,10,0,10,0,10,10,0,1000,0,1000,496,0,10,0,10
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2020","June, 2020",silkol,0,38,0,38,0,38,0,38,38,0,3800,0,3800,1711,0,38,0,38
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2020","June, 2020",rongronggre,0,40,0,40,0,40,0,40,38,0,4000,0,4000,1681,0,40,0,40
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2020","June, 2020",rongrong bolnanggre,0,37,0,37,0,37,0,37,37,0,3700,0,3700,1677,0,37,0,37
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2020","June, 2020",rongrong antidam,0,81,0,81,0,81,0,81,119,0,8066,0,8066,3923,0,78,0,78
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2020","June, 2020",rongreng nokat,0,74,1,75,0,72,1,73,84,0,7200,100,7300,3040,0,72,1,73
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2020","June, 2020",rongre bazar,0,35,6,41,0,37,10,47,59,0,3700,1000,4700,2176,0,37,10,47
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2020","June, 2020",ronggap araringgre,0,24,1,25,0,24,1,25,25,0,2400,100,2500,1194,0,24,1,25
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2020","June, 2020",rongdolgre,2,97,1,100,2,96,1,99,113,169,9217,100,9486,4404,1,86,1,88
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2020","June, 2020",rongchek songgitcham,0,106,1,107,0,106,1,107,162,0,10600,100,10700,5204,0,106,1,107
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2020","June, 2020",rongchek songgital,0,100,2,102,0,62,1,63,71,0,6091,100,6191,2856,0,54,1,55
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2020","June, 2020",rongbeng,0,71,2,73,0,71,2,73,199,0,7100,200,7300,3456,0,71,2,73
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2020","June, 2020",patranggre,0,41,0,41,0,41,0,41,45,0,4090,0,4090,2120,0,33,0,33
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2020","June, 2020",pilonggre,0,15,0,15,0,15,0,15,15,0,1500,0,1500,739,0,15,0,15
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2020","June, 2020",prapgre,0,78,0,78,0,78,0,78,75,0,7717,0,7717,3614,0,76,0,76
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2020","June, 2020",rangitikgre,0,14,1,15,0,14,1,15,16,0,1400,100,1500,709,0,14,1,15
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2020","June, 2020",rangmalgre songgitcham,0,39,0,39,0,39,0,39,41,0,3900,0,3900,1900,0,39,0,39
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2020","June, 2020",rapdikgre,0,75,2,77,0,75,2,77,85,0,7500,200,7700,4109,0,75,2,77
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2020","June, 2020",rengregre,0,52,0,52,0,52,0,52,49,0,4961,0,4961,2046,0,47,0,47
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2020","June, 2020",rikwarenggre,0,35,1,36,0,39,1,40,36,0,3558,100,3658,1652,0,35,1,36
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2020","June, 2020",rombogre,0,13,0,13,0,13,0,13,13,0,1300,0,1300,643,0,13,0,13
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2020","June, 2020",rongakgre,0,50,0,50,0,50,0,50,49,0,4970,0,4970,2044,0,49,0,49
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2020","June, 2020",rongalgre,0,64,2,66,0,64,2,66,70,0,6400,200,6600,3436,0,64,2,66
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2020","June, 2020",rongbing apot,0,76,1,77,0,76,1,77,76,0,7600,100,7700,3612,0,76,1,77
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2020","June, 2020",rongbing boldak,0,147,0,147,0,147,0,147,159,0,14662,0,14662,6810,0,132,0,132
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2020","June, 2020",rongbing dalbot,0,51,1,52,0,51,1,52,48,0,5100,100,5200,2208,0,51,1,52
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2020","June, 2020",rongbinggre (a),0,122,2,124,0,132,2,134,124,0,12140,198,12338,5092,0,3,0,3
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2020","June, 2020",rongchek chambugong,0,18,0,18,0,18,0,18,19,0,1768,0,1768,922,0,0,0,0
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2020","June, 2020",rongchek manda,0,22,1,23,0,22,1,23,22,0,2200,100,2300,956,0,22,1,23
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2020","June, 2020",ronggatgre,0,19,0,19,0,19,0,19,20,0,1900,0,1900,922,0,19,0,19
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2020","June, 2020",rongkem,0,43,0,43,0,50,0,50,48,0,4597,0,4597,2208,0,43,0,43
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2020","June, 2020",rongkinggre,0,45,0,45,0,45,0,45,45,0,4490,0,4490,1999,0,35,0,35
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2020","June, 2020",rongongre,0,54,0,54,0,54,0,54,56,0,5392,0,5392,2598,0,53,0,53
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2020","June, 2020",rongregre,0,37,0,37,0,37,0,37,38,0,3700,0,3700,1852,0,37,0,37
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2020","June, 2020",rongrekgre,0,59,0,59,0,64,0,64,63,0,5910,0,5910,2624,0,59,0,59
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2020","June, 2020",rongribo amalgre,0,42,0,42,0,42,0,42,63,0,4200,0,4200,2010,0,42,0,42
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2020","June, 2020",rongribo chibolgre,0,48,0,48,0,48,0,48,48,0,4800,0,4800,2070,0,48,0,48
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2020","June, 2020",rongribo gongmagre,0,63,0,63,0,63,0,63,64,0,6300,0,6300,2705,0,63,0,63
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2020","June, 2020",rongribo kamagre,0,47,2,49,0,47,2,49,52,0,4700,200,4900,2558,0,47,2,49
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2020","June, 2020",rongribo kiminanggre,0,24,0,24,0,24,0,24,26,0,2394,0,2394,1296,0,18,0,18
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2020","June, 2020",rongribo rettenggre,0,30,1,31,0,30,1,31,47,0,3000,100,3100,1529,0,30,1,31
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2020","June, 2020",rongribo watregre,0,66,0,66,0,66,0,66,70,0,6600,0,6600,3445,0,66,0,66
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2020","June, 2020",rongsak bazar,0,59,11,70,0,59,11,70,76,0,5900,1100,7000,3722,0,59,11,70
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2020","June, 2020",rongsak songgital,0,67,3,70,0,67,3,70,74,0,6680,300,6980,3380,0,65,3,68
India,Meghalaya,East Garo Hills,Dambo Rongjeng,"Financial Year (Apr - Mar), 2020","June, 2020",cheran alda,0,75,0,75,0,74,0,74,74,0,6807,0,6807,2531,0,1,0,1
India,Meghalaya,East Garo Hills,Dambo Rongjeng,"Financial Year (Apr - Mar), 2020","June, 2020",chambildam,0,68,1,69,0,61,1,62,63,0,6100,100,6200,3048,0,61,1,62
India,Meghalaya,East Garo Hills,Dambo Rongjeng,"Financial Year (Apr - Mar), 2020","June, 2020",bolsalgittim,0,59,0,59,0,55,0,55,55,0,5300,0,5300,2511,0,45,0,45
India,Meghalaya,East Garo Hills,Dambo Rongjeng,"Financial Year (Apr - Mar), 2020","June, 2020",bolsal ading,0,38,2,40,0,35,1,36,37,0,3500,100,3600,2012,0,35,1,36
India,Meghalaya,East Garo Hills,Dambo Rongjeng,"Financial Year (Apr - Mar), 2020","June, 2020",bolkret,0,103,1,104,0,103,1,104,101,0,10300,100,10400,4613,0,103,1,104
India,Meghalaya,East Garo Hills,Dambo Rongjeng,"Financial Year (Apr - Mar), 2020","June, 2020",bekgitokgittim,0,68,1,69,0,61,1,62,61,0,5731,94,5825,2864,0,4,0,4
India,Meghalaya,East Garo Hills,Dambo Rongjeng,"Financial Year (Apr - Mar), 2020","June, 2020",baringgre wadro,0,71,1,72,0,58,1,59,53,0,5563,99,5662,2450,0,5,0,5
India,Meghalaya,East Garo Hills,Dambo Rongjeng,"Financial Year (Apr - Mar), 2020","June, 2020",bamil bapupara,0,67,0,67,0,64,0,64,79,0,5981,0,5981,3341,0,50,0,50
India,Meghalaya,East Garo Hills,Dambo Rongjeng,"Financial Year (Apr - Mar), 2020","June, 2020",bamil,0,180,4,184,0,176,4,180,191,0,12923,292,13215,6623,0,0,0,0
India,Meghalaya,East Garo Hills,Dambo Rongjeng,"Financial Year (Apr - Mar), 2020","June, 2020",badilpa,0,33,0,33,0,31,0,31,29,0,3100,0,3100,1104,0,31,0,31
India,Meghalaya,East Garo Hills,Dambo Rongjeng,"Financial Year (Apr - Mar), 2020","June, 2020",awangga,0,73,1,74,0,69,1,70,81,0,6900,100,7000,3771,0,69,1,70
India,Meghalaya,East Garo Hills,Dambo Rongjeng,"Financial Year (Apr - Mar), 2020","June, 2020",askipatal,0,106,3,109,0,102,3,105,131,0,9664,242,9906,5823,0,72,1,73
India,Meghalaya,East Garo Hills,Dambo Rongjeng,"Financial Year (Apr - Mar), 2020","June, 2020",asim agal,0,67,2,69,0,61,2,63,64,0,5557,173,5730,2686,0,10,1,11
India,Meghalaya,East Garo Hills,Dambo Rongjeng,"Financial Year (Apr - Mar), 2020","June, 2020",aragittim,0,88,1,89,0,86,1,87,91,0,6441,77,6518,2690,0,0,0,0
India,Meghalaya,East Garo Hills,Dambo Rongjeng,"Financial Year (Apr - Mar), 2020","June, 2020",anepagittim,0,36,0,36,0,36,0,36,36,0,3595,0,3595,1736,0,35,0,35
India,Meghalaya,East Garo Hills,Dambo Rongjeng,"Financial Year (Apr - Mar), 2020","June, 2020",anchengbok,0,68,0,68,0,57,0,57,58,0,5628,0,5628,2397,0,55,0,55
India,Meghalaya,East Garo Hills,Dambo Rongjeng,"Financial Year (Apr - Mar), 2020","June, 2020",ambrechiko,0,76,0,76,0,67,0,67,68,0,6700,0,6700,3046,0,67,0,67
India,Meghalaya,East Garo Hills,Dambo Rongjeng,"Financial Year (Apr - Mar), 2020","June, 2020",ambare ading,0,66,4,70,0,62,4,66,72,0,6157,400,6557,3100,0,57,4,61
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2020","June, 2020",ronchek apal,0,45,1,46,0,45,1,46,45,0,4091,99,4190,2217,0,12,0,12
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2020","June, 2020",rongap asimgre,0,37,0,37,0,29,0,29,26,0,2900,0,2900,948,0,29,0,29
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2020","June, 2020",rongap mikilsim,0,80,4,84,0,42,3,45,63,0,4049,273,4322,1883,0,35,2,37
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2020","June, 2020",rongap mringgre,0,62,4,66,0,35,2,37,44,0,3283,184,3467,1408,0,29,1,30
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2020","June, 2020",rongap songgital,0,138,0,138,0,111,0,111,109,0,10840,0,10840,4042,0,106,0,106
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2020","June, 2020",rongap songgitcham,0,96,2,98,0,91,0,91,91,0,8747,0,8747,2745,0,13,0,13
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2020","June, 2020",songkama waksogre,0,106,0,106,0,102,0,102,136,0,10200,0,10200,4893,0,102,0,102
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2020","June, 2020",songkama rongal,0,138,1,139,0,124,1,125,160,0,12400,100,12500,5647,0,124,1,125
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2020","June, 2020",sokmite,0,25,1,26,0,25,1,26,26,0,2500,100,2600,1190,0,25,1,26
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2020","June, 2020",sokadam rongkabok,0,41,1,42,0,38,0,38,41,0,3709,0,3709,1794,0,29,0,29
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2020","June, 2020",sokadam a.galgre,0,55,1,56,0,50,1,51,59,0,5000,100,5100,2132,0,50,1,51
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2020","June, 2020",snal dajreng,0,57,0,57,0,48,0,48,52,0,4800,0,4800,2170,0,48,0,48
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2020","June, 2020",snal bollong,0,123,0,123,0,93,0,93,104,0,9075,0,9075,4105,0,83,0,83
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2020","June, 2020",sawegre,0,77,0,77,0,73,0,73,92,0,7284,0,7284,2970,0,72,0,72
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2020","June, 2020",samin silki,0,77,0,77,0,63,0,63,69,0,6300,0,6300,2908,0,63,0,63
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2020","June, 2020",samin sembukol,0,77,0,77,0,63,0,63,78,0,5830,0,5830,2825,0,39,0,39
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2020","June, 2020",samin matchakol,0,48,3,51,0,47,3,50,55,0,4615,300,4915,2768,0,46,3,49
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2020","June, 2020",samin indikim,0,105,0,105,0,69,0,69,78,0,6677,0,6677,3081,0,55,0,55
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2020","June, 2020",samin chianing,0,164,1,165,0,101,1,102,117,0,9970,100,10070,5050,0,99,1,100
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2020","June, 2020",rongrong songgitcham,0,21,1,22,0,21,1,22,17,0,2100,100,2200,704,0,21,1,22
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2020","June, 2020",rongbalu - b,0,27,0,27,0,27,0,27,53,0,2700,0,2700,1385,0,27,0,27
India,Meghalaya,East Garo Hills,Dambo Rongjeng,"Financial Year (Apr - Mar), 2020","June, 2020",rongjeng songma,0,94,5,99,0,88,5,93,110,0,5456,300,5756,3413,0,4,0,4
India,Meghalaya,East Garo Hills,Dambo Rongjeng,"Financial Year (Apr - Mar), 2020","June, 2020",rongjeng reserve,0,172,2,174,0,14,0,14,17,0,405,0,405,277,0,0,0,0
India,Meghalaya,East Garo Hills,Dambo Rongjeng,"Financial Year (Apr - Mar), 2020","June, 2020",ronggom gittim,0,76,1,77,0,66,1,67,78,0,6589,100,6689,2718,0,65,1,66
India,Meghalaya,East Garo Hills,Dambo Rongjeng,"Financial Year (Apr - Mar), 2020","June, 2020",ronggitgittim,0,47,0,47,0,41,0,41,23,0,4100,0,4100,1172,0,41,0,41
India,Meghalaya,East Garo Hills,Dambo Rongjeng,"Financial Year (Apr - Mar), 2020","June, 2020",ronggisim songma,0,58,0,58,0,51,0,51,50,0,4542,0,4542,2277,0,38,0,38
India,Meghalaya,East Garo Hills,Dambo Rongjeng,"Financial Year (Apr - Mar), 2020","June, 2020",rongdu rongtit,0,59,5,64,0,59,5,64,34,0,5900,500,6400,1579,0,59,5,64
India,Meghalaya,East Garo Hills,Dambo Rongjeng,"Financial Year (Apr - Mar), 2020","June, 2020",rongdu rongra,0,63,1,64,0,52,1,53,57,0,5200,100,5300,2415,0,52,1,53
India,Meghalaya,East Garo Hills,Dambo Rongjeng,"Financial Year (Apr - Mar), 2020","June, 2020",rongdu pakre,0,24,0,24,0,23,0,23,21,0,2300,0,2300,833,0,23,0,23
India,Meghalaya,East Garo Hills,Dambo Rongjeng,"Financial Year (Apr - Mar), 2020","June, 2020",rongdu nengja,0,31,1,32,0,25,1,26,29,0,2490,100,2590,1004,0,23,1,24
India,Meghalaya,East Garo Hills,Dambo Rongjeng,"Financial Year (Apr - Mar), 2020","June, 2020",rongdu imbolgittim,0,25,1,26,0,24,1,25,37,0,2400,100,2500,1158,0,24,1,25
India,Meghalaya,East Garo Hills,Dambo Rongjeng,"Financial Year (Apr - Mar), 2020","June, 2020",rongdu dikka,0,21,0,21,0,21,0,21,19,0,1795,0,1795,761,0,5,0,5
India,Meghalaya,East Garo Hills,Dambo Rongjeng,"Financial Year (Apr - Mar), 2020","June, 2020",rongdu dabit,0,109,1,110,0,101,1,102,98,0,10100,100,10200,4788,0,101,1,102
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2020","June, 2020",bollonggre,0,74,1,75,0,54,1,55,56,0,5290,100,5390,2169,0,50,1,51
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2020","June, 2020",bollong nonggaru,0,56,0,56,0,56,0,56,90,0,5600,0,5600,3025,0,56,0,56
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2020","June, 2020",bolmoram adap,0,71,0,71,0,64,0,64,68,0,6271,0,6271,2758,0,0,0,0
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2020","June, 2020",bolmoram agalgre,0,62,1,63,0,56,1,57,56,0,5600,100,5700,2106,0,56,1,57
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2020","June, 2020",bolmoram angkekol,0,101,0,101,0,99,0,99,107,0,9900,0,9900,4205,0,99,0,99
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2020","June, 2020",bolmoram dochokgre,0,72,3,75,0,72,3,75,83,0,7200,300,7500,2800,0,72,3,75
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2020","June, 2020",bolmoram mesichikgre,0,56,1,57,0,43,0,43,42,0,4300,0,4300,2068,0,43,0,43
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2020","June, 2020",bolsongchok,0,47,1,48,0,47,1,48,55,0,4700,100,4800,2450,0,47,1,48
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2020","June, 2020",bomoram adinggre,0,58,0,58,0,56,0,56,55,0,5517,0,5517,2356,0,50,0,50
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2020","June, 2020",bone chisogre,0,34,0,34,0,33,0,33,39,0,3300,0,3300,1521,0,33,0,33
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2020","June, 2020",bone megapgre,0,49,0,49,0,48,0,48,51,0,4800,0,4800,1879,0,48,0,48
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2020","June, 2020",bone songma,0,197,3,200,0,184,3,187,204,0,17033,284,17317,7256,0,113,2,115
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2020","June, 2020",bone watre,0,79,0,79,0,71,0,71,90,0,7091,0,7091,3013,0,68,0,68
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2020","June, 2020",cheran bonegre,0,29,1,30,0,29,1,30,30,0,2900,100,3000,1355,0,29,1,30
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2020","June, 2020",chidek bonegre,2,105,1,108,2,98,1,101,127,200,9752,100,10052,4789,2,97,1,100
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2020","June, 2020",chidimit boldakgittim,0,46,0,46,0,46,0,46,45,0,4600,0,4600,2061,0,46,0,46
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2020","June, 2020",chidimit insenggittim,0,106,5,111,0,86,5,91,87,0,8588,500,9088,3984,0,85,5,90
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2020","June, 2020",chidimit namesa,0,131,2,133,0,167,2,169,182,0,13624,198,13822,4670,0,43,1,44
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2020","June, 2020",chidimit nengsat,0,181,3,184,0,144,2,146,134,0,14315,200,14515,5903,0,142,2,144
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2020","June, 2020",chidimit saridam,0,73,11,84,0,73,11,84,81,0,7300,1094,8394,3766,0,73,10,83
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2020","June, 2020",chijanggre,0,63,0,63,0,61,0,61,61,0,5984,0,5984,2301,0,55,0,55
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2020","June, 2020",chinabat,0,80,2,82,0,80,2,82,93,0,7953,200,8153,4328,0,79,2,81
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2020","June, 2020",chitoregre,0,32,0,32,0,30,0,30,31,0,2979,0,2979,1255,0,27,0,27
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2020","June, 2020",dagal apal,0,74,1,75,0,46,1,47,53,0,4410,94,4504,2263,0,12,0,12
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2020","June, 2020",dagal aringga,0,168,1,169,0,158,1,159,178,0,15800,100,15900,5138,0,158,1,159
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2020","June, 2020",dagal budugre,0,51,1,52,0,51,1,52,53,0,4943,96,5039,2514,0,2,0,2
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2020","June, 2020",dagal chimran,0,74,0,74,0,62,0,62,63,0,6200,0,6200,2821,0,62,0,62
India,Meghalaya,East Garo Hills,Songsak,"Financial Year (Apr - Mar), 2020","June, 2020",dagal chiwako,0,34,0,34,0,34,0,34,32,0,3400,0,3400,1468,0,34,0,34
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2020","June, 2020",asiragre,0,91,0,91,0,99,0,99,106,0,8907,0,8907,5116,0,49,0,49
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2020","June, 2020",asimgre,0,25,0,25,0,25,0,25,29,0,2500,0,2500,1148,0,25,0,25
India,Meghalaya,East Garo Hills,Samanda,"Financial Year (Apr - Mar), 2020","June, 2020",asha bibra,1,77,0,78,1,77,0,78,82,100,7700,0,7800,3396,1,77,0,78
