District,Block,Village Name,st_jobcards,st_access_rate_lag1,st_access_rate_roll3,st_persondays_per_employed_lag1,st_100days_rate_lag1,is_low_access_lag1,is_low_access_current,risk,reasons
East Garo Hills,Dambo Rongjeng,ambare ading,67.0,0.9393939393939394,0.9246601351864511,99.30645161290323,0.8636363636363636,0,0,0.09493463,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,ambrechiko,76.0,0.881578947368421,0.8873122566599215,100.0,0.881578947368421,0,0,0.08508017,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,anchengbok,63.0,0.8382352941176471,0.8604836199712861,98.73684210526316,0.8088235294117647,0,0,0.07425002,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,anepagittim,31.0,1.0,0.9814814814814815,99.86111111111111,0.9722222222222222,0,0,0.52528983,Block pattern (raises risk) | District pattern (lowers risk) | ST access rate three years ago (raises risk)
East Garo Hills,Dambo Rongjeng,aragittim,91.0,0.9772727272727273,0.9461257325828208,74.8953488372093,0.0,0,0,0.077854946,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,asim agal,67.0,0.9104477611940298,0.9701492537313433,91.09836065573771,0.14925373134328357,0,0,0.09933524,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,askipatal,106.0,0.9622641509433962,0.7834295558935948,94.74509803921569,0.6792452830188679,0,0,0.08566226,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,awangga,73.0,0.9452054794520548,0.9446981227803146,100.0,0.9452054794520548,0,0,0.0699983,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,badilpa,33.0,0.9393939393939394,0.9797979797979798,100.0,0.9393939393939394,0,0,0.12687856,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,bamil,183.0,0.9777777777777777,0.9581857572327502,73.42613636363636,0.0,0,0,0.055779237,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,bamil bapupara,52.0,0.9552238805970149,0.9386936286310384,93.453125,0.746268656716418,0,0,0.10817343,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,baringgre wadro,71.0,0.8169014084507042,0.8519761261026408,95.91379310344827,0.07042253521126761,0,0,0.0702576,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,bekgitokgittim,72.0,0.8970588235294118,0.6545751633986928,93.95081967213115,0.058823529411764705,0,0,0.10389202,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,bolkret,117.0,1.0,0.9870550161812298,100.0,1.0,0,0,0.31287944,District pattern (lowers risk) | Block pattern (raises risk) | Workdays per employed household last year (lowers risk)
East Garo Hills,Dambo Rongjeng,bolsal ading,39.0,0.9210526315789473,0.9736842105263158,100.0,0.9210526315789473,0,0,0.10787543,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,bolsalgittim,59.0,0.9322033898305084,0.9531587057010785,96.36363636363636,0.7627118644067796,0,0,0.0843369,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,chambildam,68.0,0.8970588235294118,0.9183979147214442,100.0,0.8970588235294118,0,0,0.06948692,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,cheran alda,75.0,0.9866666666666667,0.9866666666666667,91.98648648648648,0.013333333333333334,0,0,0.18935323,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | ST access rate three years ago (raises risk)
East Garo Hills,Dambo Rongjeng,cheran chikal,107.0,1.0,0.9906542056074766,94.53271028037383,0.794392523364486,0,0,0.33347878,District pattern (lowers risk) | ST access rate three years ago (raises risk) | Block pattern (raises risk)
East Garo Hills,Dambo Rongjeng,cheran songgital,42.0,0.9761904761904762,0.95954316686024,96.82926829268293,0.9047619047619048,0,0,0.12769307,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | 3-year average ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,cheran songitcham,95.0,0.9111111111111111,0.8934156378600822,84.85365853658537,0.011111111111111112,0,0,0.09229466,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,chibilbang,41.0,0.8780487804878049,0.959349593495935,100.0,0.8780487804878049,0,0,0.09468355,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,chichra apal,42.0,0.9473684210526315,0.6649122807017543,100.0,0.9473684210526315,0,0,0.095617115,Workdays per employed household last year (lowers risk) | District pattern (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,chigisimgittim,91.0,0.9230769230769231,0.9743589743589743,96.78571428571429,0.8131868131868132,0,0,0.09810621,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,chigisin,40.0,1.0,1.0,70.0,0.0,0,0,0.060966812,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,chigro agal,60.0,0.9571428571428572,0.9307529072234955,100.0,0.9571428571428572,0,0,0.09391799,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,chigro songgital,23.0,0.0,0.0,0.0,0.0,1,0,0.49841088,District pattern (lowers risk) | Last year's ST access rate (raises risk) | Workdays per employed household last year (raises risk)
East Garo Hills,Dambo Rongjeng,chijong,36.0,0.75,0.8333333333333334,99.85185185185185,0.7222222222222222,0,0,0.07285066,Workdays per employed household last year (lowers risk) | District pattern (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,chijong gittim,58.0,0.9444444444444444,0.6481481481481481,64.43137254901961,0.16666666666666666,0,0,0.12536056,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,chikal dawa,43.0,0.813953488372093,0.9014336595731945,97.4,0.7906976744186046,0,0,0.062168106,Workdays per employed household last year (lowers risk) | District pattern (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,chikal pekro,68.0,0.9117647058823529,0.9598355471220748,100.0,0.9117647058823529,0,0,0.07324219,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,chikal songma,70.0,0.9,0.9451612903225808,98.41269841269842,0.8571428571428571,0,0,0.090230875,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,chikama,92.0,1.3333333333333333,1.0292872117400418,69.82692307692308,0.7307692307692307,0,0,0.12114216,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,chiring dokru,75.0,1.2,1.0255476912706438,72.31111111111112,0.0,0,0,0.07683049,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,chitil apal,97.0,0.9484536082474226,0.9791946810100104,73.03260869565217,0.061855670103092786,0,0,0.121981114,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,chramdenperam,43.0,0.0,0.0,0.0,0.0,1,0,0.49841088,District pattern (lowers risk) | Last year's ST access rate (raises risk) | Workdays per employed household last year (raises risk)
East Garo Hills,Dambo Rongjeng,dagal bolmedang,17.0,1.0,1.0,100.0,1.0,0,0,0.3990858,District pattern (lowers risk) | Block pattern (raises risk) | ST access rate three years ago (raises risk)
East Garo Hills,Dambo Rongjeng,dagal bolmong,19.0,1.0,0.9848484848484849,88.66666666666667,0.7777777777777778,0,0,0.12187797,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,dagal dogru,27.0,1.0,0.9733333333333333,98.72,0.92,0,0,0.18001293,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | Block pattern (raises risk)
East Garo Hills,Dambo Rongjeng,dagal nokat,55.0,0.8846153846153846,0.9542920847268673,92.82608695652173,0.7692307692307693,0,0,0.13960634,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,dagal simseng,63.0,0.9682539682539683,0.9840416453319679,96.72131147540983,0.3492063492063492,0,0,0.080081865,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,dakran,15.0,1.0,1.0,100.0,1.0,0,0,0.23620486,District pattern (lowers risk) | Block pattern (raises risk) | Workdays per employed household last year (lowers risk)
East Garo Hills,Dambo Rongjeng,dambilja,19.0,1.0,1.0,96.38888888888889,0.0,0,0,0.15697259,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | Block pattern (raises risk)
East Garo Hills,Dambo Rongjeng,dambo bima,62.0,1.0,0.9649122807017543,95.21875,0.9375,0,0,0.12568216,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | 3-year average ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,dambo chare,62.0,0.8545454545454545,0.8781818181818183,100.0,0.8545454545454545,0,0,0.087674975,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,dambo gittim,63.0,0.8947368421052632,0.9317096663226695,96.25490196078431,0.8070175438596491,0,0,0.07324317,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,dambo mrok,87.0,0.9879518072289156,0.9678714859437751,100.0,0.9879518072289156,0,0,0.21498306,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | Block pattern (raises risk)
East Garo Hills,Dambo Rongjeng,dambo reserve ii (b),30.0,0.7857142857142857,0.5952380952380952,99.36363636363636,0.42857142857142855,0,0,0.06841779,Workdays per employed household last year (lowers risk) | District pattern (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,dambo reserve-i,63.0,0.9682539682539683,0.9619986345792798,99.57377049180327,0.9047619047619048,0,0,0.070846766,Workdays per employed household last year (lowers risk) | District pattern (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,dambo reserve-ii,39.0,0.9487179487179487,0.7051282051282052,97.94594594594595,0.9230769230769231,0,0,0.061733436,Workdays per employed household last year (lowers risk) | District pattern (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,dambo rongdeng,102.0,0.9696969696969697,0.646039340776183,87.42708333333333,0.5050505050505051,0,0,0.11603944,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,dambo watesa,73.0,0.9538461538461539,0.9529546916643691,88.03225806451613,0.46153846153846156,0,0,0.089644715,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,danal suregittim,70.0,0.8461538461538461,0.9177156177156177,100.0,0.8461538461538461,0,0,0.063878514,Workdays per employed household last year (lowers risk) | District pattern (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,darugre reserve,94.0,1.0,0.6840277777777778,73.51041666666667,0.0,0,0,0.0957669,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,darugre songma,155.0,0.8451612903225807,0.8659117017987986,97.06106870229007,0.7548387096774194,0,0,0.07102805,Workdays per employed household last year (lowers risk) | District pattern (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,darusak,58.0,1.0,0.9666666666666667,99.8135593220339,0.8135593220338984,0,0,0.1624144,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | 3-year average ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,datang agal,39.0,1.0,0.9355889724310776,100.0,1.0,0,0,0.19309017,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | Block pattern (raises risk)
East Garo Hills,Dambo Rongjeng,dawa songgital,30.0,1.0,1.0,100.0,1.0,0,0,0.3990858,District pattern (lowers risk) | Block pattern (raises risk) | ST access rate three years ago (raises risk)
East Garo Hills,Dambo Rongjeng,diplok gittim,34.0,1.0,0.9444444444444445,100.0,1.0,0,0,0.24756166,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | Block pattern (raises risk)
East Garo Hills,Dambo Rongjeng,doadugittim,50.0,0.9545454545454546,0.9372294372294373,100.0,0.9545454545454546,0,0,0.07932797,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,dogepgipuram,41.0,0.8536585365853658,0.8915348275104372,97.77142857142857,0.2926829268292683,0,0,0.073967196,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,donbugittim,55.0,0.9454545454545454,0.9356643356643356,100.0,0.9454545454545454,0,0,0.08297388,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,dosikgittim,110.0,0.9537037037037037,0.9419299835966504,95.4368932038835,0.8148148148148148,0,0,0.09882871,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,dumachok,43.0,1.0,0.9297301912568305,100.0,1.0,0,0,0.20537272,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | Block pattern (raises risk)
East Garo Hills,Dambo Rongjeng,gabil ading,93.0,0.9294117647058824,0.9342764954082899,79.79746835443038,0.0,0,0,0.0825713,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,gabil bisa,127.0,0.8571428571428571,0.8916104829148307,99.29411764705883,0.8067226890756303,0,0,0.07583822,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,gabil boldil,48.0,0.9545454545454546,0.926850926850927,97.61904761904762,0.4318181818181818,0,0,0.08875236,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,gabil daningka,154.0,0.948051948051948,0.9498201329187245,68.38356164383562,0.07142857142857142,0,0,0.09560147,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,gabil gandual,94.0,0.9468085106382979,0.9822695035460992,94.89887640449439,0.3723404255319149,0,0,0.13349234,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,gabil koksi - nengtekgittim,108.0,1.0,0.9115261271458216,80.39423076923077,0.6442307692307693,0,0,0.09517786,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,gabil patar,64.0,0.9253731343283582,0.9641924784678757,98.66129032258064,0.8507462686567164,0,0,0.06269973,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,gabil rogu alda,70.0,0.9692307692307692,0.9844525844525845,87.41269841269842,0.0,0,0,0.07099084,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,gabil rongberam,110.0,0.9603960396039604,0.9012697509655639,94.22680412371135,0.900990099009901,0,0,0.09167001,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,gabil rongmil,215.0,1.0,0.9358738340697105,94.82926829268293,0.8585365853658536,0,0,0.11935819,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | 3-year average ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,gabil tamsura,74.0,0.918918918918919,0.9631690514043455,100.0,0.918918918918919,0,0,0.069329984,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,gabil tekra apal (tekragittim gabil),42.0,0.525,0.4527777777777778,100.0,0.525,0,0,0.08903703,Workdays per employed household last year (lowers risk) | District pattern (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,gabil waridipo,60.0,0.9661016949152542,0.9530297994904177,100.0,0.9661016949152542,0,0,0.096509844,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,gaoram,34.0,1.0,1.0101010101010102,100.0,1.0,0,0,0.37623644,District pattern (lowers risk) | Block pattern (raises risk) | ST access rate three years ago (raises risk)
East Garo Hills,Dambo Rongjeng,gindil,24.0,1.0,1.0,100.0,1.0,0,0,0.3990858,District pattern (lowers risk) | Block pattern (raises risk) | ST access rate three years ago (raises risk)
East Garo Hills,Dambo Rongjeng,gobekram,24.0,1.0,1.0,100.0,1.0,0,0,0.3990858,District pattern (lowers risk) | Block pattern (raises risk) | ST access rate three years ago (raises risk)
East Garo Hills,Dambo Rongjeng,gongdop,75.0,1.0,1.0,100.0,1.0,0,0,0.3990858,District pattern (lowers risk) | Block pattern (raises risk) | ST access rate three years ago (raises risk)
East Garo Hills,Dambo Rongjeng,haslong songgital,25.0,0.0,0.0,0.0,0.0,1,0,0.49841088,District pattern (lowers risk) | Last year's ST access rate (raises risk) | Workdays per employed household last year (raises risk)
East Garo Hills,Dambo Rongjeng,imsamdrop,36.0,0.8333333333333334,0.8261648745519713,99.9,0.75,0,0,0.07122977,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,imtra apal,90.0,0.989010989010989,0.9700279286486183,93.46666666666667,0.4065934065934066,0,0,0.121473834,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | 3-year average ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,jalwagre asokagittim,26.0,0.8846153846153846,0.9470457079152732,99.30434782608695,0.6153846153846154,0,0,0.06809264,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,jalwagre songgital,64.0,0.921875,0.9451150386559619,83.79661016949153,0.0,0,0,0.053419665,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,jambal songma,86.0,0.9506172839506173,0.9457753815700368,99.41558441558442,0.9382716049382716,0,0,0.10689209,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,jawagre dodonggitim,18.0,1.0,0.9629629629629629,100.0,1.0,0,0,0.2706865,District pattern (lowers risk) | Block pattern (raises risk) | Workdays per employed household last year (lowers risk)
East Garo Hills,Dambo Rongjeng,jawagre songgitcham,32.0,0.9375,0.9791666666666666,97.33333333333333,0.75,0,0,0.11269243,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,kakdap,29.0,1.0,1.0,100.0,1.0,0,0,0.3990858,District pattern (lowers risk) | Block pattern (raises risk) | ST access rate three years ago (raises risk)
East Garo Hills,Dambo Rongjeng,kanchija,36.0,0.8333333333333334,0.8578783524904215,100.0,0.8333333333333334,0,0,0.09541846,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,lower gabil patal,78.0,0.9615384615384616,0.9827350427350426,100.0,0.9615384615384616,0,0,0.124936536,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,lower nongbak apal,85.0,0.927710843373494,0.9527358907087123,96.1038961038961,0.8433734939759037,0,0,0.063388675,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,mangsang mokura,125.0,0.9302325581395349,0.9186395282541913,88.70833333333333,0.4883720930232558,0,0,0.091624916,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,mari apal,76.0,0.8205128205128205,0.6684951660361497,98.15625,0.7051282051282052,0,0,0.082769446,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,mechimram,53.0,0.96,0.9017307692307693,97.0,0.74,0,0,0.06862483,Workdays per employed household last year (lowers risk) | District pattern (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,mejolgiri dogru,40.0,0.95,0.975,100.0,0.95,0,0,0.09446887,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,mejolgre amebang,57.0,1.0,1.0,96.54237288135593,0.864406779661017,0,0,0.23485523,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | Block pattern (raises risk)
East Garo Hills,Dambo Rongjeng,mejolgre chekjongbra,80.0,0.9487179487179487,0.9600080850080849,98.44594594594595,0.8076923076923077,0,0,0.06426987,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,mejolgre nokat,35.0,1.0,0.980952380952381,95.62857142857143,0.9142857142857143,0,0,0.16263829,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | Block pattern (raises risk)
East Garo Hills,Dambo Rongjeng,miktongjeng,71.0,0.9076923076923077,0.9581196581196582,98.37288135593221,0.8769230769230769,0,0,0.07033579,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,milawe,130.0,1.0241935483870968,0.936782464846981,96.24409448818898,0.9435483870967742,0,0,0.13769253,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | 3-year average ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,milsanggittim,95.0,1.0,1.0,98.08536585365853,0.7560975609756098,0,0,0.14755796,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | Block pattern (raises risk)
East Garo Hills,Dambo Rongjeng,mogogittim,48.0,0.9111111111111111,0.9481481481481482,31.829268292682926,0.0,0,0,0.07189494,District pattern (lowers risk) | Last year's ST access rate (lowers risk) | 3-year average ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,mogru,32.0,1.0,0.989247311827957,59.78125,0.0,0,0,0.058015708,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,nagimaram,93.0,1.0,0.925976633807959,97.9090909090909,0.9545454545454546,0,0,0.13691643,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | 3-year average ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,naringgiri songma,113.0,0.8623853211009175,0.9010405385395749,100.0,0.8623853211009175,0,0,0.062187705,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,nengbret,36.0,0.972972972972973,0.990990990990991,100.0,0.972972972972973,0,0,0.35703295,District pattern (lowers risk) | Block pattern (raises risk) | Workdays per employed household last year (lowers risk)
East Garo Hills,Dambo Rongjeng,nengbrok,88.0,1.0,0.9444755767255067,97.65116279069767,0.9069767441860465,0,0,0.1672571,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | 3-year average ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,nenggring,88.0,0.9431818181818182,0.6718236582694415,50.53012048192771,0.0,0,0,0.07759033,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,nengkram,103.0,0.9705882352941176,0.9598930481283423,92.47474747474747,0.20588235294117646,0,0,0.09248245,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,nengpatchi,57.0,1.0,0.9403913862277901,100.0,1.0,0,0,0.17341821,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | Block pattern (raises risk)
East Garo Hills,Dambo Rongjeng,nengsil,42.0,0.9047619047619048,0.8337623337623338,97.89473684210526,0.7857142857142857,0,0,0.073990405,Workdays per employed household last year (lowers risk) | District pattern (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,nokat,41.0,0.625,0.6701754385964912,100.0,0.625,0,0,0.070683345,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,nongbak ading,32.0,0.90625,0.8733198924731184,92.82758620689656,0.78125,0,0,0.11543936,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,nongbak agalgre,42.0,0.9487179487179487,0.6495726495726496,100.0,0.9487179487179487,0,0,0.09890166,Workdays per employed household last year (lowers risk) | District pattern (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,nongbak daram,75.0,0.8933333333333333,0.949519071310116,97.38805970149254,0.72,0,0,0.07426427,Workdays per employed household last year (lowers risk) | District pattern (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,nongbak rengbit agal,62.0,0.967741935483871,0.7150537634408601,81.36666666666666,0.5,0,0,0.076263264,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,nongchram chigisim,75.0,0.8904109589041096,0.9180157741801578,98.6923076923077,0.863013698630137,0,0,0.10671961,Workdays per employed household last year (lowers risk) | District pattern (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,nongchram-i,275.0,0.9227941176470589,0.9041928727562305,98.7609561752988,0.875,0,0,0.09107726,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | Last year's ST access rate (lowers risk)
East Garo Hills,Dambo Rongjeng,nongchram-ii,171.0,0.8765432098765432,0.8735834628105817,98.47183098591549,0.845679012345679,0,0,0.089877084,District pattern (lowers risk) | Workdays per employed household last year (lowers risk) | Last year's ST access rate (lowers risk)
